,name,genes,source
G1G01-5299-MONOMER,hypothetical protein,PP_4955(),BioCyc
G1G01-3225-MONOMER,hypothetical protein,PP_3036(),BioCyc
CPLX1G01-196,electron transfer flavoprotein,PP_4202() AND PP_4201(),BioCyc
G1G01-3561-MONOMER,hypothetical protein,PP_5600(),BioCyc
G1G01-564-MONOMER,riboflavin synthase,PP_0515(),BioCyc
G1G01-778-MONOMER,RNA polymerase ECF-16 &sigma; factor,PP_0704(),BioCyc
G1G01-39-MONOMER,porin P,PP_0037(),BioCyc
G1G01-2186-MONOMER,alcohol dehydrogenase,PP_2049(),BioCyc
G1G01-4236-MONOMER,hypothetical protein,PP_3971(),BioCyc
G1G01-1277-MONOMER,hypothetical protein,PP_1195(),BioCyc
G1G01-2532-MONOMER,leucine-rich repeat-containing protein,PP_2369(),BioCyc
G1G01-4585-MONOMER,AsnC family transcriptional regulator,PP_4308(),BioCyc
G1G01-2874-MONOMER,putative Dipeptidase,PP_2693(),BioCyc
G1G01-4935-MONOMER,alpha/beta family hydrolase,PP_4624(),BioCyc
G1G01-162-MONOMER,pyridine nucleotide transhydrogenase &beta; subunit,PP_0155(),BioCyc
G1G01-5284-MONOMER,hypothetical protein,PP_4941(),BioCyc
G1G01-3210-MONOMER,hypothetical protein,PP_5551(),BioCyc
G1G01-3546-MONOMER,chaperone-associated ATPase,PP_3316(),BioCyc
G1G01-5625-MONOMER,cytochrome c5,PP_5267(),BioCyc
G1G01-762-MONOMER,GTPase Obg,PP_0690(),BioCyc
G1G01-3885-MONOMER,oxidoreductase,PP_3647(),BioCyc
G1G01-2171-MONOMER,benzoate transport protein,PP_2035(),BioCyc
G1G01-4221-MONOMER,hypothetical protein,PP_3956(),BioCyc
G1G01-1262-MONOMER,hypothetical protein,PP_1180(),BioCyc
G1G01-2518-MONOMER,two-component system response regulator,PP_2355(),BioCyc
G1G01-4570-MONOMER,hypothetical protein,PP_4293(),BioCyc
G1G01-286-MONOMER,sensor histidine kinase,PP_0264(),BioCyc
G1G01-4920-MONOMER,RNA polymerase ECF-2 &sigma; factor,PP_4611(),BioCyc
G1G01-1605-MONOMER,hypothetical protein,PP_1514(),BioCyc
G1G01-3196-MONOMER,hypothetical protein,PP_3013(),BioCyc
G1G01-5272-MONOMER,LysR family transcriptional regulator,PP_4929(),BioCyc
G1G01-3531-MONOMER,RND transporter membrane fusion protein,PP_3301(),BioCyc
G1G01-5610-MONOMER,arylesterase,PP_5253(),BioCyc
G1G01-3870-MONOMER,LysR family transcriptional regulator,PP_3632(),BioCyc
G1G01-2156-MONOMER,hypothetical protein,PP_5496(),BioCyc
G1G01-4206-MONOMER,maleamate amidohydrolase,PP_3941(1),BioCyc
G1G01-1247-MONOMER,LysR family transcriptional regulator,PP_1164(),BioCyc
G1G01-2502-MONOMER,6-carboxytetrahydropterin synthase QueD,PP_2341(1),BioCyc
G1G01-4556-MONOMER,xanthine dehydrogenase subunit XdhA,PP_4278(),BioCyc
G1G01-2845-MONOMER,two-component system sensor histidine kinase/response regulator,PP_2664(),BioCyc
G1G01-4905-MONOMER,cyclic pyranopterin monophosphate synthase,PP_4597(),BioCyc
G1G01-1591-MONOMER,lipoprotein,PP_1500(),BioCyc
G1G01-3181-MONOMER,2-dehydropantoate 2-reductase,PP_2998(),BioCyc
G1G01-5257-MONOMER,DNA topoisomerase IV subunit B,PP_4915(),BioCyc
G1G01-3517-MONOMER,hypothetical protein,PP_5598(),BioCyc
G1G01-5596-MONOMER,two-component system response regulator,PP_5240(),BioCyc
G1G01-5593-MONOMER,hypothetical protein,PP_5726(),BioCyc
G1G01-3853-MONOMER,hypothetical protein,PP_3615(),BioCyc
G1G01-2139-MONOMER,hypothetical protein,PP_2005(),BioCyc
G1G01-732-MONOMER,S-methyl-L-methionine transporter,PP_0660(1),BioCyc
G1G01-419-MONOMER,AsnC family transcriptional regulator,PP_0384(),BioCyc
G1G01-1224-MONOMER,hypothetical protein,PP_1146(),BioCyc
G1G01-2486-MONOMER,2-dehydropantoate 2-reductase,PP_2325(),BioCyc
G1G01-4536-MONOMER,cytochrome biogenesis protein,PP_4263(),BioCyc
G1G01-2828-MONOMER,universal stress protein family protein,PP_2648(),BioCyc
G1G01-4889-MONOMER,amidotransferase,PP_4581(),BioCyc
G1G01-1574-MONOMER,polyamine ABC transporter permease,PP_1482(),BioCyc
CPLX1G01-73,3-oxoacid CoA-transferase,PP_3123() AND PP_3122(),BioCyc
G1G01-3164-MONOMER,hypothetical protein,PP_2984(),BioCyc
G1G01-524-MONOMER,30S ribosomal protein S11,PP_0477(1),BioCyc
CPLX1G01-57,ABC-type protoheme IX transporter,PP_4326() AND PP_4327(),BioCyc
G1G01-350-MONOMER,methyl-accepting chemotaxis transducer,PP_0317(),BioCyc
G1G01-5578-MONOMER,diaminopimelate decarboxylase,PP_5227(),BioCyc
CPLX1G01-38,2-deoxy-D-ribose dehydrogenase,PP_3621() AND PP_3622(),BioCyc
G1G01-3839-MONOMER,"2,5-dioxovalerate dehydrogenase",PP_3602(),BioCyc
G1G01-2120-MONOMER,aspartate-semialdehyde dehydrogenase,PP_1989(2),BioCyc
CPLX1G01-23,ABC-type glutathione transporter,PP_4453() AND PP_4455(),BioCyc
G1G01-717-MONOMER,hypothetical protein,PP_0648(),BioCyc
G1G01-4174-MONOMER,hypothetical protein,PP_3910(),BioCyc
CPLX1G01-204,RND family multidrug transporter,PP_0906() AND PP_0907(),BioCyc
G1G01-2470-MONOMER,hypothetical protein,PP_2309(),BioCyc
G1G01-4521-MONOMER,Pyrimidine/purine nucleoside phosphorylase,PP_4248(),BioCyc
CPLX1G01-188,MdtABC-OpmB pyoverdine efflux system,PP_3582() AND PP_3583() AND PP_3584() AND PP_3585(),BioCyc
G1G01-2813-MONOMER,endoglucanase,PP_2632(),BioCyc
G1G01-4873-MONOMER,isocitrate dehydrogenase kinase/phosphatase,PP_4565(),BioCyc
CPLX1G01-17,ABC-type urea transporter,PP_4844() AND PP_4842() AND PP_4843(),BioCyc
G1G01-156-MONOMER,hypothetical protein,PP_0149(),BioCyc
G1G01-3148-MONOMER,copper utilization transcriptional regulator,PP_2969(),BioCyc
CPLX1G01-154,,PP_1284() AND PP_1281() AND PP_1282() AND PP_1285() AND PP_1283(),BioCyc
G1G01-5224-MONOMER,iron ABC transporter permease,PP_4882(),BioCyc
G1G01-3486-MONOMER,DNA ligase D,PP_3260(),BioCyc
CPLX1G01-14,ABC-type branched-chain amino acid transporter,PP_1140() AND PP_1139(),BioCyc
G1G01-5561-MONOMER,iron-sulfur-binding oxidoreductase,PP_5212(1),BioCyc
G1G01-3824-MONOMER,2-Cys peroxiredoxin,PP_3587(),BioCyc
CPLX1G01-121,peroxiredoxin/alkylhydroperoxide reductase,PP_2440() AND PP_2439(),BioCyc
G1G01-2100-MONOMER,EmrB/QacA family drug resistance transporter,PP_1975(),BioCyc
G1G01-701-MONOMER,transposase,PP_0637(),BioCyc
CPLX1G01-106,tryptophan synthase,PP_0082(2) AND PP_0083(2),BioCyc
G1G01-416-MONOMER,coenzyme PQQ synthesis protein F,PP_0381(),BioCyc
G1G01-2455-MONOMER,antirestriction protein,PP_2295(),BioCyc
CPLX-8177,gallate dioxygenase,PP_2518(4),BioCyc
G1G01-4507-MONOMER,protein disulfide isomerase,PP_4237(2),BioCyc
G1G01-2799-MONOMER,hypothetical protein,PP_2617(),BioCyc
CPLX1G01-85,arginine/ornithine antiporter,PP_1003() AND PP_1002(),BioCyc
G1G01-1199-MONOMER,OmpA family protein,PP_1121(),BioCyc
G1G01-4859-MONOMER,alpha/beta family hydrolase,PP_4551(),BioCyc
CPLX1G01-70,formate dehydrogenase 1,PP_0491(1) AND PP_0490(1) AND PP_0489(1),BioCyc
G1G01-1545-MONOMER,NUDIX hydrolase,PP_1453(),BioCyc
G1G01-3132-MONOMER,LysR family transcriptional regulator,PP_2952(),BioCyc
CPLX1G01-51,beta-ketoacyl synthase,PP_2781() AND PP_2779(),BioCyc
G1G01-5206-MONOMER,high-affinity branched-chain amino acid ABC transporter permease BraD,PP_4866(),BioCyc
G1G01-3471-MONOMER,bile acid/Na+ symporter family transporter,PP_3247(),BioCyc
CPLX1G01-35,ABC-type amino acid transporter,PP_4751() AND PP_4750() AND PP_4749(),BioCyc
G1G01-1893-MONOMER,acylneuraminate cytidylyltransferase,PP_1790(),BioCyc
G1G01-5546-MONOMER,proline aminopeptidase P II,PP_5200(),BioCyc
CPLX1G01-217,catalase,PP_0481(),BioCyc
G1G01-381-MONOMER,hypothetical protein,PP_0348(),BioCyc
G1G01-2085-MONOMER,hypothetical protein,PP_1960(),BioCyc
CPLX1G01-201,RND family transporter CzcA5/Mtrc2,PP_1517() AND PP_1516(),BioCyc
G1G01-682-MONOMER,chaperone protein ClpB,PP_0625(),BioCyc
G1G01-4145-MONOMER,holin,PP_3883(),BioCyc
CPLX1G01-184,,PP_4243() AND PP_4220() AND PP_4219() AND PP_4221(),BioCyc
G1G01-2440-MONOMER,tail tubular protein B,PP_2284(),BioCyc
G1G01-4493-MONOMER,sensor histidine kinase,PP_4224(),BioCyc
CPLX1G01-167,<em>N</em><small><sup>6</sup></small>-<small>L</small>-threonylcarbamoyladenine synthase complex,PP_4898() AND PP_0390() AND PP_1507(),BioCyc
G1G01-2784-MONOMER,4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase,PP_2602(),BioCyc
G1G01-1184-MONOMER,synthetase,PP_1111(),BioCyc
CPLX1G01-151,aldehyde dehydrogenase,PP_2487(),BioCyc
G1G01-4844-MONOMER,membrane protein,PP_4537(),BioCyc
G1G01-1530-MONOMER,heavy metal response regulator,PP_1438(),BioCyc
CPLX1G01-137,phenylalanine--tRNA ligase,PP_2470(2) AND PP_2469(2),BioCyc
G1G01-3118-MONOMER,YoeB-YefM toxin-antitoxin system antitoxin/DNA-binding transcriptional repressor,PP_2940(),BioCyc
G1G01-5192-MONOMER,AraC family transcriptional regulator,PP_4852(),BioCyc
G1G01-3457-MONOMER,HSP20 family heat shock protein,PP_3234(),BioCyc
G1G01-1878-MONOMER,bifunctional mannose-6-phosphate isomerase/mannose-1-phosphate guanylyltransferase,PP_1776(),BioCyc
CPLX1G01-103,NADP-dependent dihydropyrimidine dehydrogenase,PP_4038() AND PP_4037(),BioCyc
G1G01-5531-MONOMER,amino acid N-acetyltransferase,PP_5185(6),BioCyc
G1G01-3796-MONOMER,glycine betaine ABC transporter permease,PP_3559(),BioCyc
CPLX1G01-99,glycolate oxidase,PP_3747() AND PP_3746() AND PP_3745(),BioCyc
G1G01-2070-MONOMER,benzaldehyde dehydrogenase,PP_1948(),BioCyc
G1G01-668-MONOMER,type IV pili biogenesis protein PilE,PP_0611(),BioCyc
CPLX1G01-82,,PP_0559(),BioCyc
G1G01-4130-MONOMER,tail tube protein,PP_3867(),BioCyc
G1G01-2426-MONOMER,hypothetical protein,PP_5511(),BioCyc
CPLX1G01-68,quinohemoprotein amine dehydrogenase,PP_5602() AND PP_3460() AND PP_3459(),BioCyc
G1G01-4479-MONOMER,ABC-type pyoverdine exporter ATP-binding/permease component,PP_4210(),BioCyc
G1G01-277-MONOMER,hypothetical protein,PP_0255(),BioCyc
CPLX1G01-49,cytochrome <i>aa<sub>3</sub></i> terminal oxidase,PP_0103() AND PP_0104() AND PP_0105() AND PP_0106(),BioCyc
G1G01-1169-MONOMER,electron transport complex protein,PP_1096(),BioCyc
G1G01-4826-MONOMER,agmatinase,PP_4523(),BioCyc
CPLX1G01-32,ABC-type amino acid transporter,PP_5023() AND PP_5022(),BioCyc
G1G01-1516-MONOMER,DUF339 domain-containing protein,PP_1424(),BioCyc
G1G01-3103-MONOMER,malate:quinone oxidoreductase,PP_2925(),BioCyc
CPLX1G01-214,organoarsenical oxygenase ArsH2,PP_2715(),BioCyc
G1G01-5178-MONOMER,copper receptor OprC,PP_4838(),BioCyc
G1G01-3442-MONOMER,ABC transporter ATP-binding protein,PP_3220(),BioCyc
CPLX1G01-2,ABC-type D-ribose transporter,PP_2758() AND PP_2760() AND PP_2761(),BioCyc
G1G01-1862-MONOMER,phosphodiesterase domain-containing diguanylate cyclase,PP_1761(),BioCyc
G1G01-5585-MONOMER,NtrB activator,PP_5234(),BioCyc
G1G01-5516-MONOMER,sulfate ABC transporter substrate-binding protein,PP_5171(),BioCyc
CPLX1G01-180,ABC-type exporter for LapF protein,PP_0805() AND PP_0804() AND PP_0803(),BioCyc
G1G01-3781-MONOMER,GntR family transcriptional regulator,PP_3544(),BioCyc
G1G01-2056-MONOMER,membrane protein,PP_1936(),BioCyc
CPLX1G01-164,superoxide dismutase,PP_0946() AND PP_0915(),BioCyc
G1G01-65-MONOMER,3-methyl-adenine DNA glycosylase I,PP_0062(),BioCyc
G1G01-4116-MONOMER,hypothetical protein,PP_5639(),BioCyc
CPLX1G01-149,,PP_5415(),BioCyc
G1G01-994-MONOMER,xenobiotic reductase B,PP_0920(),BioCyc
G1G01-2409-MONOMER,sugar ABC transporter permease,PP_2263(),BioCyc
CPLX1G01-133,pyruvate carboxylase,PP_5347() AND PP_5346(),BioCyc
G1G01-4464-MONOMER,putative oxidoreductase,PP_4195(),BioCyc
G1G01-2754-MONOMER,hypothetical protein,PP_2572(),BioCyc
CPLX1G01-116,,PP_4403(),BioCyc
G1G01-1154-MONOMER,monothiol glutaredoxin,PP_1081(2),BioCyc
G1G01-4811-MONOMER,AraC family transcriptional regulator,PP_4508(),BioCyc
CPLX1G01-100,PTS fructose transporter,PP_0795() AND PP_0793(),BioCyc
G1G01-1501-MONOMER,hypothetical protein,PP_1410(),BioCyc
G1G01-309-MONOMER,L-lysine ABC transporter substrate-binding subunit,PP_0282(),BioCyc
CPLX1G01-96,sulfate adenylyltransferase,PP_1304(4) AND PP_1303(4),BioCyc
G1G01-5163-MONOMER,hypothetical protein,PP_5714(),BioCyc
G1G01-3427-MONOMER,fumarylacetoacetate hydrolase family protein,PP_3205(),BioCyc
CPLX1G01-8,ABC-type D-mannose/D-glucose transporter,PP_1017() AND PP_1018() AND PP_1016(),BioCyc
G1G01-1848-MONOMER,hypothetical protein,PP_1747(),BioCyc
G1G01-5501-MONOMER,hypothetical protein,PP_5156(),BioCyc
CPLX1G01-64,ABC-type D-ribose transporter,PP_2759() AND PP_2456() AND PP_2455(),BioCyc
G1G01-3766-MONOMER,S-ureidoglycine aminohydrolase,PP_3530(),BioCyc
G1G01-2041-MONOMER,phosphotyrosine-protein phosphatase,PP_1926(),BioCyc
CPLX1G01-46,ABC-type histidine lysine/arginine/ornithine transporter,PP_4485() AND PP_4484() AND PP_4483(),BioCyc
G1G01-634-MONOMER,methyl-accepting chemotaxis transducer,PP_0584(),BioCyc
G1G01-4101-MONOMER,MerR family transcriptional regulator,PP_3841(),BioCyc
CPLX1G01-3,ABC-type lipopolysaccharide transporter,PP_1778() AND PP_1779(),BioCyc
G1G01-98-MONOMER,5'-nucleotidase,PP_0094(),BioCyc
G1G01-2395-MONOMER,methyl-accepting chemotaxis protein PctB,PP_2249(),BioCyc
CPLX1G01-211,arsenite/antimonite resistance transcriptional regulator ArsR1,PP_1930(),BioCyc
G1G01-4447-MONOMER,hypothetical protein,PP_4181(),BioCyc
G1G01-2739-MONOMER,chromate transporter,PP_2556(),BioCyc
CPLX1G01-197,ferric citrate outer membrane transport complex,PP_4613() AND PP_5308() AND PP_5306() AND PP_5307(),BioCyc
G1G01-114-MONOMER,membrane protein,PP_0109(),BioCyc
G1G01-4796-MONOMER,(<i>R</i>)-2-hydroxyglutarate dehydrogenase,PP_4493(),BioCyc
CPLX1G01-178,integration host factor,PP_1773() AND PP_2471(),BioCyc
G1G01-1487-MONOMER,hypothetical protein,PP_1397(),BioCyc
G1G01-3075-MONOMER,hypothetical protein,PP_2895(),BioCyc
CPLX1G01-160,cyanide insensitive cytochrome c terminal oxidase,PP_4651(1) AND PP_4650(1),BioCyc
G1G01-5149-MONOMER,3-methyladenine DNA glycosylase,PP_4812(),BioCyc
G1G01-3412-MONOMER,threonine ammonia-lyase/dehydratase,PP_3191(),BioCyc
CPLX1G01-146,,PP_5417(),BioCyc
G1G01-1833-MONOMER,cell division topological specificity factor,PP_1732(),BioCyc
G1G01-5488-MONOMER,membrane protein,PP_5143(),BioCyc
CPLX1G01-13,ABC-type branched-chain amino acid transporter,PP_2749() AND PP_2750(),BioCyc
G1G01-3751-MONOMER,5-oxoprolinase A,PP_3515(),BioCyc
G1G01-2026-MONOMER,3-oxoacyl-ACP reductase subunit,PP_1914(1),BioCyc
CPLX1G01-113,gluconate 2-dehydrogenase,PP_3384() AND PP_3383() AND PP_3382(),BioCyc
G1G01-62-MONOMER,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase",PP_0059(1),BioCyc
G1G01-4087-MONOMER,ABC-type molybdate transporter permease subunit,PP_3829(),BioCyc
CPLX-9451,"2,4,6-trinitrotoluene nitroreductase",PP_2490(),BioCyc
G1G01-965-MONOMER,hypothetical protein,PP_0890(),BioCyc
G1G01-2376-MONOMER,alpha/beta family hydrolase,PP_2236(),BioCyc
CPLX1G01-91,proton-translocating pyridine nucleotide transhydrogenase,PP_0155() AND PP_5747(),BioCyc
G1G01-4432-MONOMER,hypothetical protein,PP_4165(),BioCyc
G1G01-2724-MONOMER,conserved protein of unknown function with RHS repeat-associated core domain,PP_5536(),BioCyc
CPLX1G01-77,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase,PP_0932() AND PP_0930() AND PP_0931(),BioCyc
G1G01-1125-MONOMER,type II secretion pathway protein XcpW,PP_1052(),BioCyc
G1G01-478-MONOMER,hypothetical protein,PP_0439(),BioCyc
CPLX1G01-61,dimethylglycine dehydrogenase,PP_0311() AND PP_0310(),BioCyc
G1G01-1472-MONOMER,porin,PP_1382(),BioCyc
G1G01-3060-MONOMER,TetR family transcriptional regulator,PP_2880(),BioCyc
CPLX1G01-42,arginine <i>N</i>-succinyltransferase,PP_4480() AND PP_4479(),BioCyc
G1G01-5134-MONOMER,hypothetical protein,PP_4797(),BioCyc
G1G01-3398-MONOMER,glycerate kinase,PP_3178(1),BioCyc
CPLX1G01-27,ABC-type polyamine transporter,PP_0414() AND PP_0413() AND PP_0411(),BioCyc
G1G01-1819-MONOMER,EAL domain-containing diguanylate phosphodiesterase,PP_1718(),BioCyc
G1G01-5471-MONOMER,ribosomal RNA large subunit methyltransferase I,PP_5127(2),BioCyc
CPLX1G01-209,ArsH dimer,PP_1927(2),BioCyc
G1G01-3736-MONOMER,transposase,PP_3501(),BioCyc
G1G01-2010-MONOMER,ExbD/TolR family protein,PP_1899(),BioCyc
CPLX1G01-191,Tol cell envelope complex,PP_1220() AND PP_1219() AND PP_1222() AND PP_1221(),BioCyc
G1G01-605-MONOMER,"acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha",PP_0555(),BioCyc
G1G01-4072-MONOMER,polyamine ABC transporter substrate-binding protein,PP_3814(),BioCyc
CPLX1G01-173,multidrug efflux pump TtgABC,PP_1386() AND PP_1385() AND PP_1384(),BioCyc
G1G01-950-MONOMER,hypothetical protein,PP_0875(),BioCyc
G1G01-133-MONOMER,protein dithiol oxidoreductase (disulfide-forming),PP_0127(1),BioCyc
G1G01-2361-MONOMER,DksA/TraR family C4-type zinc finger protein,PP_2220(),BioCyc
CPLX1G01-158,succinyl-CoA synthetase,PP_4186(2) AND PP_4185(2),BioCyc
G1G01-4418-MONOMER,excisionase domain-containing protein,PP_4151(),BioCyc
G1G01-271-MONOMER,hypothetical protein,PP_0249(),BioCyc
CPLX1G01-143,methylcrotonyl-CoA carboxylase biotin-containing,PP_4067() AND PP_4065(),BioCyc
G1G01-1110-MONOMER,phosphoribosylformylglycinamidine synthase,PP_1037(1),BioCyc
G1G01-4759-MONOMER,hypothetical protein,PP_5691(),BioCyc
CPLX1G01-125,pyruvate dehydrogenase system,PP_0339(24) AND PP_0338(24) AND PP_4187(12),BioCyc
G1G01-1458-MONOMER,glycosyltransferase domain-containing protein,PP_1368(),BioCyc
G1G01-3046-MONOMER,pyridine nucleotide-disulphide oxidoreductase family protein,PP_2867(),BioCyc
CPLX1G01-110,"benzoate 1,2-dioxygenase",PP_3163() AND PP_3162() AND PP_3161(),BioCyc
G1G01-512-MONOMER,50S ribosomal protein L5,PP_0466(1),BioCyc
G1G01-3383-MONOMER,"benzoate 1,2-dioxygenase electron transfer component",PP_3163(),BioCyc
CPLX-9268,"fatty acid oxidation complex, &alpha; component",PP_2136(2),BioCyc
G1G01-1800-MONOMER,recombination-associated protein RdgC,PP_1702(),BioCyc
G1G01-5457-MONOMER,Zn-dependent peptidase,PP_5113(),BioCyc
CPLX1G01-89,DNA polymerase III,PP_0011() AND PP_0979() AND PP_1606() AND PP_1966() AND PP_4141() AND PP_4269() AND PP_4796(),BioCyc
G1G01-3721-MONOMER,cytochrome c,PP_3486(),BioCyc
G1G01-1998-MONOMER,fimbrial protein,PP_1888(),BioCyc
CPLX1G01-74,TRAP dicarboxylate transporter,PP_1169() AND PP_1168() AND PP_1167(),BioCyc
G1G01-591-MONOMER,acetyltransferase,PP_0541(),BioCyc
G1G01-4058-MONOMER,hypothetical protein,PP_3800(),BioCyc
CPLX1G01-58,glycine-tRNA ligase,PP_0060(2) AND PP_0061(2),BioCyc
G1G01-936-MONOMER,outer membrane ferric siderophore receptor,PP_0861(),BioCyc
G1G01-2346-MONOMER,multicopper oxidase CopA1,PP_2205(1),BioCyc
CPLX1G01-4,ABC-type (2-aminoethyl)phosphonate transporter,PP_1723() AND PP_1724(),BioCyc
G1G01-4403-MONOMER,LuxR family transcriptional regulator,PP_4136(),BioCyc
